client_id,subscribe
10625,0.0
35518,0.0
39678,0.0
24302,0.0
19061,0.0
27524,0.2
17438,0.2
38931,0.6
37998,0.2
32635,0.4
29907,0.0
30287,0.0
29870,0.0
29576,0.0
3948,0.2
27058,0.4
28692,0.0
15861,0.2
34397,0.2
19274,0.0
17351,0.8
12647,0.0
8149,0.2
29626,0.0
17783,0.0
36461,0.0
3108,0.0
38760,0.8
13581,0.0
2172,0.6
35240,0.2
36502,0.0
32345,0.8
4982,0.0
37683,0.0
26476,0.2
24006,0.2
13032,0.4
26851,0.0
22610,0.4
6063,0.0
19554,0.4
15195,0.8
27081,0.0
19954,0.0
34911,0.2
24876,0.0
39751,0.0
16936,0.6
33378,0.4
9265,0.0
18978,0.0
8527,0.0
9311,0.0
33096,0.0
3847,0.0
6882,1.0
22107,0.0
17443,0.0
24024,0.0
29493,0.0
13888,0.0
38181,0.4
21619,0.2
35273,0.0
9468,0.8
38385,0.0
27848,0.0
15271,0.2
30981,0.0
5750,0.2
13752,0.0
18318,0.0
30193,0.6
37685,0.2
33943,0.2
13867,0.2
37814,0.0
31364,0.0
25742,0.0
4713,0.0
33777,0.6
39878,0.4
7045,0.2
32336,0.0
21430,0.2
27711,0.0
6337,1.0
39716,0.2
12151,0.6
16340,0.0
21329,0.0
18926,0.0
25501,0.2
14775,0.0
35152,0.0
27864,0.0
1674,0.0
27595,0.0
39452,0.0
12018,0.2
17354,0.2
3523,0.0
11111,0.0
32712,0.2
15159,0.8
27323,0.2
34613,0.0
31636,1.0
15710,0.8
13459,0.0
36358,0.4
33560,1.0
16369,0.6
24986,0.0
1993,0.4
32728,0.0
17092,0.2
34292,0.4
13119,0.0
5944,0.2
13144,0.0
18638,0.6
13971,0.2
36345,0.0
17744,0.0
40837,0.0
16015,0.2
28969,0.2
36792,0.6
21461,0.8
354,0.0
31999,0.2
13723,0.2
5583,0.4
25817,0.0
7153,0.6
14830,0.0
8373,0.0
10726,0.2
57,0.8
25118,0.0
36015,0.0
33685,0.2
3420,0.6
28152,0.0
6004,0.4
16668,0.0
9765,0.0
5879,0.2
7920,0.0
7272,0.0
33135,0.0
29604,0.0
1660,0.4
9921,0.0
2747,0.2
11379,0.0
32194,0.4
40361,0.2
34109,0.0
10946,0.0
19672,0.0
5013,0.8
19705,0.8
20349,0.0
7918,0.6
8847,0.0
24409,0.2
7599,0.4
29312,0.2
23652,0.0
10722,0.0
30164,0.0
27035,0.0
6774,0.0
26707,0.0
37186,0.0
28168,0.0
27860,0.2
5360,0.6
13473,0.0
21008,0.0
10879,1.0
28932,0.0
28844,0.4
17683,0.6
3374,0.0
9453,0.4
18021,0.0
11374,0.0
16897,0.0
34263,0.4
24634,0.0
38427,0.8
12832,0.4
21607,0.0
4606,0.2
25941,0.0
12297,0.2
27487,0.0
37861,0.0
18767,0.0
1755,0.0
37101,0.4
39903,0.0
18714,0.0
15349,1.0
38234,0.0
3758,0.0
33330,0.4
486,0.4
32624,0.0
36743,0.4
2458,0.0
38828,0.0
22898,0.0
22900,0.0
9452,0.8
16016,0.0
4631,0.0
7384,0.0
12615,1.0
37791,0.2
18188,0.4
30262,0.8
32012,0.0
26838,0.0
1573,0.0
40661,0.0
11306,0.0
27276,0.6
24597,0.0
1872,0.4
37468,0.4
28622,0.0
31022,0.0
22163,0.6
36256,0.4
26520,0.2
8395,0.0
15742,0.0
10362,0.2
39700,0.0
26029,0.4
19494,0.0
11120,0.0
9968,0.0
2026,0.2
24325,0.0
1616,0.0
4991,0.4
7953,0.0
3526,0.0
5608,0.0
23539,0.0
3221,0.2
19190,0.0
15001,0.0
12793,0.0
27880,0.0
21942,0.6
12438,0.0
24545,0.0
14786,0.0
18080,0.0
40657,0.0
33855,1.0
28224,0.0
15481,0.4
1532,1.0
8794,0.0
11487,0.6
24275,0.4
13052,0.0
29217,0.6
19028,0.0
1151,0.2
37367,0.8
27726,0.0
3756,0.0
21486,0.4
33923,0.0
15839,0.8
21395,0.2
32582,0.0
39904,0.0
29162,0.0
22350,0.0
4489,0.4
38489,0.0
11843,0.0
4749,0.4
27728,0.0
15226,1.0
39839,0.4
10141,0.0
9018,0.0
16691,0.2
21642,0.0
21893,0.0
17289,0.0
24075,0.0
38426,0.0
28574,0.0
7446,0.0
33450,0.2
33980,0.0
20001,0.0
32454,0.0
1907,0.0
31554,0.4
31731,0.0
30779,0.0
37123,0.8
32711,0.0
10825,0.0
37756,0.4
41007,0.0
31012,0.0
37951,0.2
5817,0.0
3864,0.2
8625,0.0
19179,0.0
35252,0.0
21471,0.0
18859,0.4
17586,0.0
26321,0.0
10210,0.2
7888,0.8
32188,0.0
16086,0.6
40931,0.8
21399,0.0
39615,0.0
11594,0.2
17383,0.4
39400,0.0
20639,0.4
15213,0.0
17363,0.0
34035,0.0
14516,0.0
23385,0.0
744,0.0
13664,0.0
13720,0.4
33551,0.0
36523,0.4
36767,0.4
8334,0.2
39866,0.0
7914,0.0
6339,0.6
14401,0.8
7078,0.0
883,0.4
17498,0.0
25555,0.0
9352,0.0
37496,0.0
8447,0.0
37605,0.8
4659,1.0
14097,0.0
27983,0.0
11466,0.0
36495,0.0
15743,0.4
506,0.0
7186,0.8
12058,0.4
17173,0.0
29747,0.0
24479,0.4
14641,0.0
10538,0.4
1099,0.0
8563,0.2
31146,0.0
7932,0.2
3357,0.0
40521,0.0
37873,1.0
12748,0.2
11428,0.0
25646,0.2
20053,0.0
21629,0.0
32007,0.0
31911,0.0
2401,0.2
35901,0.0
324,0.2
18325,0.0
40646,0.0
20757,0.0
12631,0.2
1098,0.0
5871,0.0
28411,0.0
7525,1.0
7022,0.0
38865,0.0
11954,0.2
27574,0.0
30913,0.0
2610,0.2
10783,0.0
10702,0.0
32357,0.0
13258,0.0
31390,0.6
32123,0.0
27098,0.2
18957,0.4
34522,0.2
2112,0.0
39246,1.0
15472,0.0
8985,0.0
10049,0.0
33485,0.0
1593,0.0
18376,0.8
4782,0.0
6331,0.0
2040,0.0
12866,0.0
28379,1.0
13158,0.6
5850,0.2
33809,0.0
27396,0.0
1223,0.0
34608,0.2
6408,0.0
36441,0.0
35788,0.0
36322,0.0
25989,0.0
37833,0.8
40016,0.0
32356,0.0
38371,0.0
13151,0.0
19748,0.6
14472,0.8
34393,0.4
23520,0.0
26593,0.0
26609,0.2
25104,0.0
12663,0.2
11899,0.0
35493,0.4
36104,0.0
28680,0.4
9280,0.6
40839,0.0
27321,0.0
19103,0.0
19478,0.2
28305,0.8
39534,0.2
21427,0.0
30563,0.0
21540,1.0
23346,0.0
12176,0.0
27331,0.2
7822,0.6
38136,0.0
18239,0.0
38477,0.0
33694,0.0
30689,0.0
12926,0.6
16979,0.0
22148,0.0
27117,0.0
26175,0.0
18350,0.2
24997,0.0
24070,0.0
14156,0.0
2622,0.2
17435,0.2
31118,0.0
10688,0.0
16252,0.0
7279,0.0
9808,0.6
9865,0.0
40487,0.0
14099,0.0
22541,0.0
12683,0.2
31582,0.0
30716,0.0
21125,0.0
31222,0.0
11693,0.0
37850,0.0
32095,0.0
1833,0.0
11158,0.0
41013,0.0
1131,0.0
18645,1.0
25252,0.0
18647,1.0
37799,0.0
35294,0.0
19986,0.8
19476,0.0
28116,0.2
17531,0.0
3944,0.0
19162,0.2
24091,0.0
3788,0.6
37007,0.0
8759,0.0
30621,0.8
34029,0.0
18600,0.0
7214,0.0
39377,0.0
16749,0.8
4338,0.0
39475,0.2
13434,0.0
28108,0.0
9137,0.2
37457,0.4
14371,1.0
13037,0.0
40252,0.0
11016,0.8
39971,0.0
40101,0.0
31111,0.0
30938,0.0
11973,0.0
28648,0.2
10222,0.0
29474,0.0
29124,0.4
33646,0.0
7041,1.0
25170,0.8
16191,0.8
34667,0.2
35083,0.0
6023,0.2
13944,0.0
22341,0.0
19520,0.2
32564,0.0
33627,0.0
9277,0.0
39681,0.0
5673,0.0
10093,0.6
20464,1.0
218,0.0
35303,0.0
14198,0.8
36341,0.0
23866,0.0
40580,0.2
1612,0.0
37956,0.4
40257,0.0
6666,0.2
5373,0.2
8590,0.0
10412,0.4
9215,0.0
38127,0.2
1710,0.0
1892,0.0
24682,0.0
6586,0.0
25216,0.4
17419,0.0
31773,0.0
4450,0.0
31882,0.2
38716,0.2
475,0.8
30705,0.2
1846,0.2
6267,0.0
27379,0.0
9582,0.0
36666,0.2
41044,0.6
10754,0.0
40739,0.0
8944,1.0
4477,0.0
32024,0.2
23337,0.2
12780,0.0
19507,0.0
6189,0.4
5864,0.0
40061,0.0
1571,0.6
34513,0.0
21417,0.0
22876,0.4
19483,0.0
22339,0.0
1976,0.2
39730,0.2
13836,0.4
38650,0.4
33482,0.0
2123,0.0
2719,0.0
36307,0.2
8243,0.0
29880,0.4
38328,0.2
1702,0.0
36701,0.0
13374,0.2
13403,0.0
1819,0.8
25265,0.4
12064,0.0
31302,0.0
21983,0.8
23441,0.8
31141,0.4
5218,0.0
38363,0.0
9872,0.6
9539,0.0
40966,0.0
39614,0.0
24505,0.0
35097,0.0
29104,0.0
32065,0.0
20138,0.2
3075,0.6
39861,0.0
21880,0.0
29438,0.2
3959,0.6
7971,0.6
22256,0.0
28912,0.0
24948,0.0
12595,0.0
29996,0.4
12430,0.0
31584,0.0
29701,0.4
23729,0.0
32525,0.0
9906,0.0
13582,0.0
30219,0.2
29147,0.0
18406,0.0
4365,0.2
5056,0.0
4449,0.0
6840,0.6
17224,0.0
26077,0.6
9015,0.2
38109,0.4
35209,0.0
32621,0.0
35832,0.0
27798,0.2
19690,0.0
15943,0.0
13850,0.0
36023,0.0
7642,0.0
21017,0.0
17473,0.0
27560,0.0
31537,0.0
8125,0.0
21677,0.0
24750,0.0
8041,0.8
24561,0.2
27061,0.4
18778,0.0
6862,0.4
34554,0.8
16724,0.2
15843,0.2
2023,0.8
4146,0.0
19590,0.2
25068,0.2
3896,0.0
24152,0.6
33171,0.0
24678,0.6
22403,0.0
1825,0.4
40631,0.0
28834,0.0
4841,0.0
5455,0.0
11309,0.4
3294,0.0
17307,0.4
1750,1.0
36140,0.0
37449,0.0
24846,0.6
11766,0.0
32126,0.2
36277,0.0
22326,0.0
17751,1.0
24701,0.0
14411,0.4
38248,0.2
27369,0.0
27240,0.0
12121,0.0
20427,0.0
23589,0.0
4410,0.2
41081,0.0
4353,0.0
40822,0.0
25952,0.0
25261,1.0
15214,0.0
13525,0.2
31956,0.0
28968,0.8
24307,0.2
29346,0.0
26968,0.8
21444,0.0
29674,0.0
32015,0.4
33412,0.2
9551,0.6
31591,0.2
5306,0.0
30208,0.0
23595,0.0
19694,0.2
6129,0.0
9526,0.0
29364,0.0
2920,0.0
37125,0.0
26523,0.0
7280,0.0
11088,0.2
37359,0.0
8731,0.0
14136,0.0
14995,0.4
30056,0.8
615,0.0
17083,0.8
33825,0.4
9814,0.0
38008,0.0
4648,0.6
37827,0.0
8309,0.0
40081,0.0
15888,0.0
10889,0.0
12200,0.0
14260,0.0
5899,0.0
37176,0.2
19514,0.0
15798,0.6
40031,0.0
2463,0.0
32221,0.2
12262,0.0
20114,0.6
20994,0.8
32131,0.0
37384,0.0
16551,0.2
17160,0.0
933,0.0
29837,0.2
33789,0.0
9407,0.0
30294,1.0
26766,0.0
10,0.0
2148,0.0
12664,0.4
30401,0.0
7486,0.0
18775,0.0
7960,1.0
26911,0.0
39840,0.0
32898,0.0
6911,0.2
17314,0.6
20149,0.0
15473,0.0
18362,0.6
25021,0.0
8789,0.0
40195,0.6
39618,0.6
39763,0.0
31706,0.4
17906,0.2
27425,0.0
2056,0.0
30700,0.0
21927,0.4
10352,0.0
3829,0.6
8511,0.8
8201,0.0
18205,0.4
41080,0.4
39012,0.0
33371,0.0
1491,0.4
38604,0.2
16787,0.2
26412,0.0
3743,0.6
39389,0.2
10162,0.0
38697,0.0
18008,0.0
38128,0.0
38,0.2
2649,0.0
18849,0.0
38063,0.0
5691,0.2
38241,0.0
20590,0.0
17102,0.0
9635,0.2
11825,0.2
36173,0.2
37966,1.0
25759,0.6
25623,0.6
29980,0.0
32897,0.8
28858,0.0
6081,0.2
9103,0.0
26649,0.0
37617,1.0
39742,0.0
26057,0.0
25656,0.0
5403,0.8
34438,0.0
30304,0.0
30217,0.0
29780,0.8
1416,1.0
8522,0.0
19370,0.0
16122,0.6
14852,0.0
1779,0.2
23613,0.2
25664,0.0
3551,0.4
3748,0.4
25193,0.0
17076,0.2
22682,0.0
20569,0.0
22985,0.0
35325,0.0
23723,0.0
15777,0.0
20223,0.0
16434,0.0
6780,0.2
27723,0.0
16765,0.4
27346,0.0
40064,0.0
23891,0.0
338,0.8
34707,0.8
33243,0.6
39152,0.8
9201,0.0
1362,0.0
27234,0.0
13402,0.0
5136,0.0
18040,0.0
30075,1.0
3945,0.4
23496,0.0
27816,0.0
3937,0.0
15247,0.0
30070,0.2
4454,0.4
31861,0.0
33078,0.4
21721,0.0
6439,0.2
5974,0.2
16789,0.0
27411,0.0
11424,0.0
35600,0.0
31097,0.0
9945,0.0
4109,0.0
19491,0.0
16300,0.0
21237,0.2
8088,0.0
35055,0.0
10624,0.0
16838,0.0
11665,0.2
9242,0.0
15698,0.4
6083,0.2
36711,0.0
31642,0.2
32457,0.0
40722,0.0
34251,0.2
20737,0.0
13589,0.0
12128,0.0
724,0.0
2306,0.0
34566,0.0
9601,0.2
8108,0.4
9476,0.0
15304,0.4
25823,0.0
40599,0.8
30760,0.2
8995,0.0
34876,0.0
307,0.2
29789,0.0
34274,0.2
27688,0.0
8976,0.0
35475,0.0
9785,0.0
15458,0.4
26390,0.2
33687,0.0
33976,0.2
20674,0.2
2102,0.0
40475,0.0
36998,0.0
37629,0.0
9957,0.0
8469,0.0
20419,0.0
26340,0.0
22160,0.0
24564,0.6
12463,0.0
608,0.0
29502,0.4
11599,0.0
10258,0.0
8725,0.0
5385,0.0
17308,0.0
36582,0.0
8287,0.0
30409,0.0
19678,0.0
20021,0.2
35183,0.0
2966,0.0
29073,0.0
28203,0.0
38669,0.0
4521,0.0
22911,0.4
7160,0.0
17389,0.0
25085,0.2
26025,0.2
21104,0.8
20741,0.0
33675,0.6
31928,0.6
37260,0.0
31117,0.0
38062,0.2
40294,0.0
32566,0.0
32019,1.0
41156,0.0
31781,0.0
28701,0.6
13701,0.4
6698,0.0
1740,0.0
39648,0.0
19620,0.0
36370,0.0
37346,0.0
10399,0.6
20250,0.0
14921,0.0
574,0.0
40382,0.4
24046,0.0
36096,0.0
21433,0.2
30954,0.0
26959,0.0
17635,1.0
14134,0.4
2007,0.0
6174,0.0
12868,0.4
5235,0.6
11075,0.0
20785,0.6
40974,0.0
30790,0.4
31736,0.0
19051,0.2
15652,0.0
29512,0.0
24756,0.2
34651,0.0
7039,0.0
184,0.2
3369,0.4
29948,0.0
10675,1.0
30053,0.0
11427,0.0
16171,0.4
37028,0.0
13493,0.0
18506,0.0
19643,0.4
14990,0.0
30360,0.2
25139,0.0
13902,0.2
12642,0.0
11173,0.0
35041,0.0
38558,0.2
31593,0.0
23885,0.2
4231,0.2
32785,1.0
13293,0.2
11983,0.0
37259,0.0
12162,0.0
25329,0.0
11977,0.0
26903,0.0
5191,0.0
20342,0.0
20729,0.0
34772,0.0
23868,0.0
39898,0.6
7979,0.0
32533,0.0
26017,0.4
28175,0.4
23683,0.8
6341,0.0
13101,0.0
30494,0.0
22709,0.4
36559,0.2
31472,0.2
7192,0.2
12525,0.2
3657,0.2
31168,0.0
23040,0.8
31682,0.0
36769,0.0
23171,0.4
37563,0.0
33443,0.2
1964,0.0
32451,0.0
21300,0.4
18664,0.0
2205,0.0
11046,0.4
4355,0.0
36755,0.8
35818,0.2
4008,0.0
20899,0.8
3637,0.0
36261,0.4
16711,0.0
24873,0.4
8353,0.0
24178,0.8
13904,0.2
16106,0.0
37917,0.2
37596,0.0
26984,0.2
38616,0.2
20263,0.0
13803,1.0
16633,0.0
18566,0.0
37933,0.0
19846,0.0
7719,0.4
32272,0.0
34787,0.8
23303,0.6
29319,1.0
12092,0.6
27563,0.0
28173,0.0
23626,0.0
22141,0.4
13023,1.0
17075,0.0
40374,0.0
35809,0.4
27143,0.0
26348,0.0
29250,0.0
7562,1.0
37440,0.0
11134,0.4
40635,0.2
14531,0.6
13680,0.2
32447,0.0
33634,0.0
9234,0.0
31807,0.2
3401,0.0
26278,0.2
25904,0.0
20951,0.0
18816,0.0
37503,0.2
14529,0.0
23584,0.0
30442,0.0
12784,0.0
35859,0.8
27459,0.0
17997,0.0
27458,0.0
1693,0.8
27784,0.2
29835,0.8
34734,0.0
25136,0.0
18476,0.2
5925,0.0
14865,0.6
29956,0.2
36818,0.2
3436,0.0
28296,0.0
34806,0.4
3689,0.0
12008,0.6
8455,0.0
8505,0.8
21667,0.0
4960,0.2
22822,0.0
15787,0.0
30021,0.0
13721,0.0
33396,0.2
5904,0.8
23473,0.0
18871,0.2
36360,0.0
14579,0.0
2456,0.4
11508,0.0
29971,0.0
24598,0.0
12237,0.0
20404,0.0
2778,0.0
18152,0.2
33941,0.0
15234,0.6
6799,0.4
35195,0.0
3503,0.2
4545,0.0
20047,0.0
16497,0.0
26259,0.4
451,0.0
40781,0.0
20612,0.0
35284,0.0
24721,0.0
14034,0.0
10466,0.2
10818,0.4
6318,0.0
38519,0.6
8468,0.8
10992,0.0
18114,0.0
1681,0.0
12351,0.6
30480,0.2
7319,1.0
14797,1.0
29788,0.4
35138,0.0
37537,0.2
14820,0.0
670,0.4
28596,0.0
36969,0.6
39884,0.2
38623,0.0
39454,0.0
20742,0.0
39826,0.0
15389,0.2
11562,0.0
37974,0.0
14427,0.0
35765,0.4
31161,0.0
20964,0.6
32364,0.0
15488,0.2
9473,0.0
29218,0.2
36730,0.0
27260,1.0
5977,0.2
29935,0.0
5531,0.0
14700,0.2
13945,0.4
32930,0.0
20984,0.6
3439,0.0
21901,0.0
9001,0.0
28501,0.0
17915,0.6
40720,0.0
4057,0.2
39161,0.4
15654,0.0
13756,0.0
33097,0.0
20379,0.6
16581,0.0
12115,0.6
8292,0.0
762,0.8
37502,0.0
40161,0.2
31133,0.8
38607,0.8
306,0.2
4802,0.0
6233,0.6
13573,0.0
15402,0.0
5579,0.0
35221,0.6
35658,0.2
11383,0.0
3229,0.2
1462,0.6
18316,0.0
32295,0.6
3722,0.0
25430,1.0
28605,0.2
31349,0.6
21824,0.0
34933,0.4
23254,0.0
23896,0.4
23465,0.0
8667,0.2
37128,0.6
11359,0.0
30973,0.2
36069,0.2
37985,0.2
35958,0.0
36741,0.0
21679,0.8
7469,0.0
11270,0.0
9016,0.0
7627,0.0
40511,0.4
1715,0.0
40652,0.0
37243,0.2
22904,0.0
22884,0.6
19598,0.4
19258,0.0
26116,0.2
971,0.4
11813,0.2
34316,0.0
22364,0.2
22317,0.0
16155,0.0
1514,0.0
8602,0.8
28243,0.0
17972,0.0
1533,0.0
1712,0.0
1985,0.0
40667,0.0
13640,0.4
25685,0.0
464,0.0
28062,0.6
16566,0.0
7716,0.8
30501,0.0
27383,0.0
39813,0.8
4188,0.0
25362,0.0
24985,0.0
13251,0.2
3337,0.4
4451,0.4
6631,0.2
25375,0.2
8924,0.4
20646,0.0
8153,0.4
31272,0.0
15157,0.2
18018,0.0
18999,0.0
32775,0.0
18010,0.2
33224,0.0
18742,0.2
34314,0.0
7536,0.0
26937,0.2
3906,0.2
32563,0.0
8773,0.6
35215,0.0
6914,0.0
34629,0.0
38162,0.0
14626,0.0
8928,0.0
4863,0.0
33277,1.0
359,0.0
10923,0.0
7809,0.0
8376,0.4
14288,0.0
17082,0.0
38839,0.2
40510,0.6
23132,0.0
20457,0.8
29228,0.0
7237,0.6
7391,0.0
10574,0.0
15322,0.0
10493,0.0
12789,0.6
8221,0.0
14177,0.2
22394,0.4
16212,0.0
35925,0.2
10130,0.0
2034,0.0
1645,0.6
7047,0.0
30043,0.6
9446,0.0
9795,0.0
12694,0.0
29632,0.0
3669,0.0
24923,0.0
32484,1.0
27800,0.0
5936,0.0
10035,0.0
28687,0.0
11544,0.0
23843,0.0
7824,0.0
26964,0.0
23237,0.0
4476,0.0
40513,0.0
28238,0.4
39309,0.0
37805,0.0
2400,0.0
6638,0.4
22988,0.0
21532,0.0
4259,0.0
14553,0.6
